New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Subject - Main,Subject - Additional,Printed,(Do not include),Document Notes,Editors' Notes,Condition - Conservation Survey
108 v - 108 v,,Parchment,Latin,1419,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1420,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1421,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1422,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1423,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1424,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1425,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1426,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1427,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1428,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1429,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1430,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1431,,"Letters, diverse",Masses,"licence to celebrate, for three years, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1432,,"Letters, diverse",Masses,"licence to celebrate, in two oratories",,,,,
108 v - 108 v,,Parchment,Latin,1433,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1434,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1435,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1436,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1437,,"Letters, diverse",Masses,"licence to celebrate, in any oratory in the diocese",,,,,
108 v - 108 v,,Parchment,Latin,1438,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1439,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1440,,"Letters, diverse",Masses,"licence to celebrate, during pleasure, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1441,,"Letters, diverse",Masses,"licence to celebrate, in all oratories in the diocese",,,,,
108 v - 108 v,,Parchment,Latin,1442,,"Letters, diverse",Masses,"licence to celebrate, for one year, in oratory?",,,,,
108 v - 108 v,,Parchment,Latin,1443,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,,
108 v - 108 v,,Parchment,Latin,1444,,"Letters, diverse",Masses,"licence to celebrate, in all oratories in the diocese, for him and in his absence, his family",,,,,
108 v - 108 v,,Parchment,Latin,1445,,"Letters, diverse",Masses,"licence for hermit to celebrate in chapel, owing to poverty",,,,,
108 v - 108 v,,Parchment,Latin,1446,,"Letters, diverse",Masses,licence to celebrate,,,,,
108 v - 108 v,,Parchment,Latin,1447,,"Letters, diverse",Masses,licence to celebrate,,,,,
108 v - 108 v,,Parchment,Latin,1448,,"Letters, diverse",Masses,licence to celebrate,,,,,
108 v - 108 v,,Parchment,Latin,1449,,"Letters, diverse",Masses,licence to celebrate,,,,,
108 v - 108 v,,Parchment,Latin,1450,,"Letters, diverse",Masses,licence to celebrate,,,,,
108 v - 108 v,,Parchment,Latin,1451,,"Letters, diverse",Masses,licence to celebrate,,,,,
108 v - 108 v,,Parchment,Latin,1452,,"Letters, diverse",Masses,"licence to celebrate, in oratory",,,,"Heading is present, at head, but half cut away",
108 v - 108 v,,Parchment,Latin,1453,,"Letters, diverse",Confessions,"licence to hear, during pleasure?",,,,"Heading is present, at head, but half cut away",
109 r - 109 r,,Parchment,Latin,1454,,"Letters, diverse",Masses,licence to celebrate,,,,"Heading is present, at head, but half cut away",
109 r - 109 r,,Parchment,Latin,1455,,"Letters, diverse",Masses,licence to celebrate,,,,"Heading is present, at head, but half cut away",
109 r - 109 r,,Parchment,Latin,1456,,"Letters, diverse",Masses,licence to celebrate,,,,"Heading is present, at head, but half cut away",
109 r - 109 r,,Parchment,Latin,1457,,"Letters, diverse",Masses,licence to celebrate,,,,"Heading is present, at head, but half cut away",
109 v - 109 v,,Parchment,Latin,1458,,"Letters, diverse",Convocation,list of clergy (offices only - no personal names), ,,,"Heading is present, at head, but half cut away",
110 r - 110 r,,Parchment,Latin,1459,,"Letters, diverse",Oath,"of sheriff, royal writ to receive",,,,"Heading is present, at head, but half cut away",Repair patch - small amount of text obscured
110 r - 110 r,,Parchment,French,1460,,"Letters, diverse",Oath,"of sheriff, form of",,,,"Heading is present, at head, but half cut away",Repair patch - small amount of text obscured
110 r - 110 r,,Parchment,Latin,1461,,"Letters, diverse",Oath,"of sheriff, archbishop's certification of",,,,"Heading is present, at head, but half cut away",Repair patch - small amount of text obscured
110 r - 110 r,,Parchment,Latin,1462,,"Letters, diverse",Cause,"rel to presentation to church, warning to bishop of Carlisle to admit",,,,"Heading is present, at head, but half cut away",Repair patch - small amount of text obscured
110 r - 110 r,,Parchment,Latin,1463,,"Letters, diverse",Paupers,document acknowledging submission to order of archbishop to maintain 13 paupers,,,,"Heading is present, at head, but half cut away",Repair patch - small amount of text obscured
110 r - 110 r,,Parchment,Latin,1464,,"Letters, diverse",Institution,of provost,,,,Heading inferred,Repair patch - small amount of text obscured
110 r - 110 r,,Parchment,Latin,1465,,"Letters, diverse",Induction,"of provost, mandate for",,,,Heading inferred,Repair patch - small amount of text obscured
110 v - 110 v,,Parchment,Latin,1466,,"Letters, diverse",Testament,,,Not found in Testamenta,,Heading inferred,
110 v - 110 v,,Parchment,Latin,1467,,"Letters, diverse",Notary Public,creation of,,,,Heading inferred,
111 r - 111 r,,Parchment,Latin,1468,,"Letters, diverse",Notary Public,"creation of, subscription to",,,,Heading inferred,
111 r - 111 r,,Parchment,Latin,1469,,"Letters, diverse",Homage,for lands and tenements,,,,,
111 r - 111 r,,Parchment,Latin,1470,,"Letters, diverse",Homage,for lands and tenements,,,,,
111 r - 111 r,,Parchment,Latin,1471,,"Letters, diverse",Homage,for two manors,,,,,
111 r - 111 r,,Parchment,Latin,1472,,"Letters, diverse",Homage,for lands and tenements,,,,,
111 r - 111 r,,Parchment,Latin,1473,,"Letters, diverse",Canonry and prebend,notification of,,,,,
111 v - 111 v,,Parchment,Latin,1474,,"Letters, diverse",Collation,to mastership of Ripon hospital,,,,,
111 v - 111 v,,Parchment,Latin,1475,,"Letters, diverse",Induction,"of Master of Ripon hospital, mandate for",,,,,
112 r - 112 r,,Parchment,Latin,1476,,"Letters, diverse",Payment,warrant for,,,,,
112 r - 112 r,,Parchment,Latin,1477,,"Letters, diverse",Payment,warrant for,,,,,
112 r - 112 r,,Parchment,French,1478,,"Letters, diverse",Acquittance,of executors of John Thoresby,,,,,
112 r - 112 r,,Parchment,Latin,1479,,"Letters, diverse",Acquittance,of administrators of estate of intestate,,,,,
112 r - 112 r,,Parchment,Latin,1480,,"Letters, diverse",Tithes,"stay of payment of, due to archbishop, for prior and convent",,,,,
112 r - 112 r,,Parchment,Latin,1481,,"Letters, diverse",Payment,"warrant for, rel to maintenance of pauper",,,,,
112 r - 112 r,,Parchment,Latin,1482,,"Letters, diverse",Livery,rel to poor scholars,,,,,
112 r - 112 r,,Parchment,Latin,1483,,"Letters, diverse",Acquittance,"of archbishop, for procurations of papal nuncios",,,,,
112 r - 112 r,,Parchment,Latin,1484,,"Letters, diverse",Livery,rel to grammar schoolboys,,,,,
112 r - 112 r,,Parchment,Latin,1485,,"Letters, diverse",Livery,rel to pension of abbot,,,,,
112 r - 112 r,,Parchment,Latin,1486,,"Letters, diverse",Payment,"warrant for, for wages of gaoler and repairs to chains",,,,,
112 r - 112 r,,Parchment,Latin,1487,,"Letters, diverse",Livery,rel to sisters of religious house,,,,,
112 v - 112 v,,Parchment,Latin,1488,,"Letters, diverse",Convocation,citation to bishop of Durham to attend,,,,,
112 v - 112 v,,Parchment,Latin,1489,,"Letters, diverse",Convocation,citation to bishop of Carlisle to attend,,,,,
112 v - 112 v,,Parchment,Latin,1490,,"Letters, diverse",Convocation,citation to chapter of York to attend,,,,,
112 v - 112 v,,Parchment,Latin,1491,,"Letters, diverse",Convocation,citation to archbishop's official for clergy to attend,,,,,
112 v - 112 v,,Parchment,Latin,1492,,"Letters, diverse",Corrody,petition from religious house to sell,,,,,
113 r - 113 r,,Parchment,Latin,1493,,"Letters, diverse",Payment,"warrant for, rel to pension for religious house",,,,,
113 r - 113 r,,Parchment,Latin,1494,,"Letters, diverse",Payment,"warrant for, rel to poor scholar",,,,,
113 r - 113 r,,Parchment,Latin,1495,,"Letters, diverse",Livery,"rel to wages of gaoler and to chains, etc",,,,,
113 r - 113 r,,Parchment,Latin,1496,,"Letters, diverse",Convocation,citation to bishop of Durham to attend,,,,,
113 r - 113 r,,Parchment,Latin,1497,,"Letters, diverse",Convocation,citation to bishop of Carlisle to attend,,,,,
113 r - 113 v,,Parchment,Latin,1498,,"Letters, diverse",Assize,record of,,,,,
113 v - 113 v,,Parchment,Latin,1499,,"Letters, diverse",Official,"appointment of, in Durham diocese",,,,,
113 v - 113 v,,Parchment,Latin,1500,,"Letters, diverse",Vicar-general,"appointment of, in Durham diocese",,,,,
113 v - 113 v,,Parchment,Latin,1501,,"Letters, diverse",Visitation,order warning of,,,,,
114 r - 114 r,,Parchment,Latin,1502,,"Letters, diverse",Testament,of late bishop of Durham,"Testamenta, pp. 121-122",,,,
114 r - 114 r,,Parchment,Latin,1503,,"Letters, diverse",Probate,of testament of late bishop of Durham,,,,,
114 r - 114 v,,Parchment,Latin,1504,,"Letters, diverse",Visitation,commission for,,,,,
114 v - 114 v,,Parchment,Latin,1505,,"Letters, diverse",Visitation,commission for,,,,,
114 v - 114 v,,Parchment,Latin,1506,,"Letters, diverse",Vacated entry,"commission for keeper of hospital, Durham diocese",,,,,
114 v - 114 v,,Parchment,Latin,1507,,"Letters, diverse",Admission,of keeper of hospital (should also be vacated entry?),,,,,
114 v - 114 v,,Parchment,Latin,1508,,"Letters, diverse",Rebuilding,"of house of Austin Friars, permission for",,,,,
114 v - 114 v,,Parchment,Latin,1509,,"Letters, diverse",Inquisition,"commission for, rel to rights and privileges of prior (usurpation of use of mitre and staff, etc)",,,,,
115 r - 115 r,,Parchment,Latin,1510,,"Letters, diverse","Bull, papal",rel to collation of bishop of Durham,,,,,
115 r - 115 r,,Parchment,French,1511,,"Letters, diverse",Testament,,"Testamenta, pp. 113-116",,,,
115 v - 115 v,,Parchment,French,1512,,"Letters, diverse",Codicil,to testament,"Testamenta, pp. 113-116",,,,
115 v- 115 v,,Parchment,Latin,1513,,"Letters, diverse",Probate,of testament,,,,,
115 v - 116 r,,Parchment,Latin,1514,,"Letters, diverse",Testament,of clerk,"Testamenta, pp. 111-113",,,,
116 v - 116 v,,Parchment,Latin,1515,,"Letters, diverse",Admission ,"of Augustinian, Hull",,,,,
116 v - 116 v,,Parchment,Latin,1516,,"Letters, diverse",Admission ,of Carmelite,,,,,
116 v - 116 v,,Parchment,Latin,1517,,"Letters, diverse",Exchange,"commission to expedite, between prebendary of Darlington and master of Ripon hospital",,,,,
116 v - 116 v,,Parchment,Latin,1518,,"Letters, diverse",Collation,to mastership of Ripon hospital,,,,,
116 v - 116 v,,Parchment,Latin,1519,,"Letters, diverse",Induction,"of prebendary, mandate for",,,,,
116 v - 116 v,,Parchment,Latin,1520,,"Letters, diverse",Testament,,"Testamenta, pp. 116-117",,,,
117 r - 117 r,,Parchment,Latin,1521,,"Letters, diverse",Obedience,of bishop of Durham,,,Decorated initial,,
117 r - 117 r,,Parchment,Latin,1522,,"Letters, diverse",Subscription,by notary public,Printed in,,Notarial mark,,
117 r - 117 r,,Parchment,Latin,1523,,"Letters, diverse",Subscription,by notary public,Printed in,,Notarial mark,,
117 r - 117 r,,Parchment,Latin,1524,,"Letters, diverse",Subscription,by notary public,Printed in,,Notarial mark,,
117 v - 117 v,,Parchment,Latin,1525,,"Letters, diverse",Presentation,to mastership of college,,,,,
117 v - 117 v,,Parchment,Latin,1526,,"Letters, diverse",Presentation,to chantry chaplaincies in college,,,,,
117 v - 117 v,,Parchment,Latin,1527,,"Letters, diverse",Institution,of chantry chaplain,,,,,
117 v - 117 v,,Parchment,Latin,1528,,"Letters, diverse",Institution,of chantry chaplain,,,,,
117 v - 117 v,,Parchment,Latin,1529,,"Letters, diverse",Institution,of chantry chaplain,,,,,
117 v - 117 v,,Parchment,Latin,1530,,"Letters, diverse",Institution,of chantry chaplain,,,,,
117 v - 117 v,,Parchment,Latin,1531,,"Letters, diverse",Institution,of chantry chaplain,,,,,
117 v - 117 v,,Parchment,Latin,1532,,"Letters, diverse",Institution,of chantry chaplain,,,,,
117 v - 117 v,,Parchment,Latin,1533,,"Letters, diverse",Induction,"of chantry chaplains, mandate for",,,,,
117 v - 117 v,,Parchment,Latin,1534,,"Letters, diverse",Institution,of Master of college,,,,,
